,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id
515,706,d5a6113a32a8669fea0d014605b2c2cbed3b9972,Zeroizing Without Low-Level Zeroes: New MMAP Attacks and their Limitations,155,"['J. Coron', 'Craig Gentry', 'S. Halevi', 'Tancrède Lepoint', 'H. K. Maji', 'Eric Miles', 'Mariana Raykova', 'A. Sahai', 'Mehdi Tibouchi']","['1788866', '145310230', '1808458', '1792616', '3223383', '6664123', '1702744', '1695851', '1678628']",683c8f5c60916751bb23f159c86c1f2d4170e43f
516,1845,b1926f8fdf5fddfda2cf3bb2f5af11af58462624,Security of Signed ElGamal Encryption,155,"['C. Schnorr', 'M. Jakobsson']","['1725172', '2836467']",683c8f5c60916751bb23f159c86c1f2d4170e43f
519,570,b2ad6aa1ca5de19f532d9b0998abefd01da524b0,Privately Evaluating Decision Trees and Random Forests,155,"['David J. Wu', 'Tony Feng', 'M. Naehrig', 'K. Lauter']","['25629078', '5758916', '1813607', '2679550']",683c8f5c60916751bb23f159c86c1f2d4170e43f
521,3029,95f463d097086fba325086a4cf88706648dafd09,DHAES: An Encryption Scheme Based on the Diffie-Hellman Problem,155,"['Michel Abdalla', 'M. Bellare', 'P. Rogaway']","['145355903', '1703441', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
522,9555,94b395aa153f2ceecf55564b9311471c27ffbd01,Optimal code generation for expression trees,154,"['A. Aho', 'Stephen C. Johnson']","['1715952', '3447148']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
523,440,d0a7fc973d271ec5242b26d9f0f53153ae8d2223,Some Applications of Coding Theory in Computational Complexity,153,['L. Trevisan'],['145340992'],f9b4a25845d741076f189480143af29f7b195373
524,1362,0986a55ca1d1b87abd304cfc78d140ac5875b408,Deterministic Encryption: Definitional Equivalences and Constructions without Random Oracles,153,"['M. Bellare', 'M. Fischlin', ""Adam O'Neill"", 'Thomas Ristenpart']","['1703441', '1696055', '1402733230', '1707461']",683c8f5c60916751bb23f159c86c1f2d4170e43f
527,607,fdf3706c51864b5868748e5dbf98fe2c73129259,BPP has subexponential time simulations unless EXPTIME has publishable proofs,152,"['László Babai', 'N. Nisan']","['2249189160', '1689609']",f9b4a25845d741076f189480143af29f7b195373
530,9577,e4d7cca5fc10963c8272e91a9eca1366035c661f,A characterization of the power of vector machines,151,"['V. Pratt', 'L. Stockmeyer']","['1691192', '1678332']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
531,1737,c31aa9537fd416d718c939c20cfd3716f21ea51d,Randomness Re-use in Multi-recipient Encryption Schemeas,151,"['M. Bellare', 'A. Boldyreva', 'J. Staddon']","['1703441', '1774534', '1992444']",683c8f5c60916751bb23f159c86c1f2d4170e43f
532,1963,b2f6a6dbf63b9edaa8d78573531438626bd667a3,Practice-Oriented Provable-Security,150,['M. Bellare'],['1703441'],683c8f5c60916751bb23f159c86c1f2d4170e43f
535,1996,51ab58a9141b92892d90a0a491b5fd49d273bacf,Incremental cryptography and application to virus protection,150,"['M. Bellare', 'Oded Goldreich', 'S. Goldwasser']","['1703441', '1707322', '1706681']",683c8f5c60916751bb23f159c86c1f2d4170e43f
538,475,3824615f567952fc593123fc7f5a81884437a6c0,Constant-round coin-tossing with a man in the middle or realizing the shared random string model,149,['B. Barak'],['1697211'],f9b4a25845d741076f189480143af29f7b195373
539,1381,9fe2aff7e12f4592c68581e6ee146dcd7f8eeda3,On the 'Semantics' of Differential Privacy: A Bayesian Formulation,149,"['S. Kasiviswanathan', 'Adam D. Smith']","['7993151', '39765787']",683c8f5c60916751bb23f159c86c1f2d4170e43f
540,2019,d5f25a85162ee25a2b8dc176b4182cd351cf6ec7,Fair Public-Key Cryptosystems,149,['S. Micali'],['1689467'],683c8f5c60916751bb23f159c86c1f2d4170e43f
543,1587,5605ab0f0def0bcd2faaa222419f89b03d5d6f25,COMPUTATIONALLY PRIVATE RANDOMIZING POLYNOMIALS AND THEIR APPLICATIONS,148,"['Benny Applebaum', 'Yuval Ishai', 'E. Kushilevitz']","['1748330', '1688856', '1738470']",683c8f5c60916751bb23f159c86c1f2d4170e43f
544,622,a41225b52bd3048ee5b8b363f54b51c1e0f8fa2b,Approximate Inclusion-Exclusion,147,"['N. Linial', 'N. Nisan']","['1722243', '1689609']",f9b4a25845d741076f189480143af29f7b195373
546,476,340c0b8743a95347362bceb481337b742bfb1fbd,Power from random strings,146,"['Eric Allender', 'H. Buhrman', 'M. Koucký', 'D. Melkebeek', 'Detlef Ronneburger']","['1760644', '1747509', '1767280', '1717488', '2351185']",f9b4a25845d741076f189480143af29f7b195373
547,9503,f448d2eb4528a9858a541505bdb94777bc4b3f0d,Scheduling Tasks with Nonuniform Deadlines on Two Processors,146,"['M. Garey', 'David S. Johnson']","['145634459', '2150444582']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
548,9502,fea9980092f98b0cbd79ca36e4f0c6c2e7d04bb5,Optimal Code Generation for Expression Trees,146,"['A. Aho', 'Stephen C. Johnson']","['1715952', '3447148']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
552,2390,bc0e8ec5b157f8bc33dc73b33bec5d01c386d858,A Full Proof of the BGW Protocol for Perfectly Secure Multiparty Computation,145,"['Gilad Asharov', 'Yehuda Lindell']","['2297426', '1682750']",683c8f5c60916751bb23f159c86c1f2d4170e43f
554,1094,8717cef9f114f1621b33e4fbe0e334864bf337ab,Computing Blindfolded: New Developments in Fully Homomorphic Encryption,144,['V. Vaikuntanathan'],['1749858'],683c8f5c60916751bb23f159c86c1f2d4170e43f
555,1338,c7b326d54cb4f750c86a5fbbd511d81b792712db,Secure Arithmetic Computation with No Honest Majority,144,"['Yuval Ishai', 'M. Prabhakaran', 'A. Sahai']","['1688856', '145807139', '1695851']",683c8f5c60916751bb23f159c86c1f2d4170e43f
556,1186,6e77caeabde0e5825e5fd02c43b7f75cab67b689,i-Hop Homomorphic Encryption and Rerandomizable Yao Circuits,143,"['Craig Gentry', 'S. Halevi', 'V. Vaikuntanathan']","['145310230', '1808458', '1749858']",683c8f5c60916751bb23f159c86c1f2d4170e43f
561,1676,c4324e764174563867d3f2ff21c7a54016e05da8,A General Composition Theorem for Secure Reactive Systems,142,"['M. Backes', 'B. Pfitzmann', 'M. Waidner']","['144588806', '1752737', '2068724754']",683c8f5c60916751bb23f159c86c1f2d4170e43f
562,2031,e19120d84321a3d493003a237104fa9704decddf,How to Break the Direct RSA-Implementation of Mixes,140,"['B. Pfitzmann', 'A. Pfitzmann']","['1752737', '2076926664']",683c8f5c60916751bb23f159c86c1f2d4170e43f
563,1706,b7943eba586472444228baf2f342f2adc62c008e,The Impact of Decryption Failures on the Security of NTRU Encryption,140,"['Nick Howgrave-Graham', 'Phong Q. Nguyen', 'D. Pointcheval', 'J. Proos', 'J. Silverman', 'A. Singer', 'William Whyte']","['1403851274', '2623263', '1736322', '1928175', '5648017', '48453380', '145105218']",683c8f5c60916751bb23f159c86c1f2d4170e43f
567,9346,5f486215a1d315df0196f1d7f82c75e7c3ef2147,Efficient optimization of a class of relational expressions,140,"['A. Aho', 'Y. Sagiv', 'J. Ullman']","['1715952', '1714472', '1742391']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
569,9151,6ca8df6bb1f5b54b6889f4c003c0ece405b3d573,On Two Geometric Problems Related to the Traveling Salesman Problem,139,"['C. Papadimitriou', 'U. Vazirani']","['144102674', '46753437']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
570,1796,255a517a5d527fa10d22c5704a3f47b138f66686,Two-party generation of DSA signatures,139,"['P. MacKenzie', 'M. Reiter']","['1711305', '1746214']",683c8f5c60916751bb23f159c86c1f2d4170e43f
571,1183,90ee83e0dffc5589d79ed6af0b13176b9bfed734,On the Difficulties of Disclosure Prevention in Statistical Databases or The Case for Differential Privacy,139,"['C. Dwork', 'M. Naor']","['1781565', '1693267']",683c8f5c60916751bb23f159c86c1f2d4170e43f
574,1861,e9327d56abfeaf1e59ca48f76dee7c7a4057aef4,Quantum Public-Key Cryptosystems,138,"['T. Okamoto', 'Keisuke Tanaka', 'S. Uchiyama']","['1708176', '1761480', '2061769']",683c8f5c60916751bb23f159c86c1f2d4170e43f
575,1594,f535f212aea6eb8fecc7bd2eb7b5099aeff25460,New and improved constructions of non-malleable cryptographic protocols,138,"['R. Pass', 'Alon Rosen']","['1811683', '1718821']",683c8f5c60916751bb23f159c86c1f2d4170e43f
576,1312,3024144f59c28e191ece6a9b38b5189bd5e8ae1a,Practical Chosen Ciphertext Secure Encryption from Factoring,138,"['D. Hofheinz', 'Eike Kiltz', 'V. Shoup']","['1768896', '1713646', '1741494']",683c8f5c60916751bb23f159c86c1f2d4170e43f
578,1559,74c51bac7dc6518baac0135b084cf7aeec7c66ce,Concurrent non-malleable commitments,137,"['R. Pass', 'Alon Rosen']","['1811683', '1718821']",683c8f5c60916751bb23f159c86c1f2d4170e43f
580,520,6ddc99596faddeeba59be41af723aa1493f2072d,Derandomizing Arthur–Merlin Games using Hitting Sets,136,"['Peter Bro Miltersen', 'N. V. Vinodchandran']","['3215910', '1795424']",f9b4a25845d741076f189480143af29f7b195373
581,1047,96e57c071f965cf9a7ba86ee4dcfe76fc10b4f44,Outsourced private set intersection using homomorphic encryption,136,['F. Kerschbaum'],['1682949'],683c8f5c60916751bb23f159c86c1f2d4170e43f
582,1872,13664b41c7c1932fe9d335818b88967ff15983e1,Chosen-Ciphertext Security for Any One-Way Cryptosystem,135,['D. Pointcheval'],['1736322'],683c8f5c60916751bb23f159c86c1f2d4170e43f
585,8595,66e17405c20e87afe05ffd2ee6667b437ae232d2,Probabilistic checking of proofs and hardness of approximation problems,135,['Sanjeev Arora'],['145563465'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
587,1249,7f9455bd84cbf9f90a311737d99cb7ed5d69edb7,Hedged Public-Key Encryption: How to Protect against Bad Randomness,135,"['M. Bellare', 'Zvika Brakerski', 'M. Naor', 'Thomas Ristenpart', 'G. Segev', 'H. Shacham', 'Scott Yilek']","['1703441', '1780678', '1693267', '1707461', '145541206', '1786752', '2187026']",683c8f5c60916751bb23f159c86c1f2d4170e43f
589,1780,35adff42803ba611fd1813dfbd4a4e14f6283453,Threshold Cryptosystems Secure against Chosen-Ciphertext Attacks,134,"['Pierre-Alain Fouque', 'D. Pointcheval']","['1740168', '1736322']",683c8f5c60916751bb23f159c86c1f2d4170e43f
591,1962,e90c8775f12fc50dfa2ebd59e9393f6e32bb9ed0,Secure distributed storage and retrieval,134,"['J. Garay', 'R. Gennaro', 'C. Jutla', 'T. Rabin']","['1727286', '144724945', '2878366', '1693109']",683c8f5c60916751bb23f159c86c1f2d4170e43f
592,2643,d1524dfc5975e63aa4d5e98a4110e05b866b81a6,Public Key Cryptography – PKC 2009,134,"['Stanislaw Jarecki', 'G. Tsudik']","['1720978', '1702391']",683c8f5c60916751bb23f159c86c1f2d4170e43f
594,1624,78361afcc30cd103e64add12f1593a8965464634,Concurrent zero-knowledge,133,"['C. Dwork', 'M. Naor', 'A. Sahai']","['1781565', '1693267', '1695851']",683c8f5c60916751bb23f159c86c1f2d4170e43f
595,1950,0c45118d9ded5a3d3b9702b4ca09696d1cf4d36d,Perfectly one-way probabilistic hash functions (preliminary version),133,"['R. Canetti', 'Daniele Micciancio', 'Omer Reingold']","['1749530', '1803836', '1746057']",683c8f5c60916751bb23f159c86c1f2d4170e43f
596,489,7effc697067fcb45f9898db0fe38f58e3d561203,Pseudo-random generators for all hardnesses,133,['C. Umans'],['8259074'],f9b4a25845d741076f189480143af29f7b195373
599,2934,7d79e03633ec8be0510895a7bef3b07ae93afe5a,Pseudorandom Sets in Grassmann Graph Have Near-Perfect Expansion,133,"['Subhash Khot', 'Dor Minzer', 'S. Safra']","['144336679', '2767128', '1697937']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
602,9587,8543047bcad1162fa976fbacfee131f44cc578eb,Planar 3-colorability is polynomial complete,132,['L. Stockmeyer'],['1678332'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
603,553,5f48215e27ada2b3dab8c39d794a02945430af9a,Making nondeterminism unambiguous,132,"['K. Reinhardt', 'Eric Allender']","['48655464', '1760644']",f9b4a25845d741076f189480143af29f7b195373
608,1949,31d32a76f7d7c4c5e4456ebfb8b6c21f88dbd999,Honest-verifier statistical zero-knowledge equals general statistical zero-knowledge,130,"['Oded Goldreich', 'A. Sahai', 'S. Vadhan']","['1707322', '1695851', '1723744']",683c8f5c60916751bb23f159c86c1f2d4170e43f
610,1615,3f5ecb7c5582f79c48f1b3a07cd5ef1e35683e24,Towards Plaintext-Aware Public-Key Encryption Without Random Oracles,130,"['M. Bellare', 'Adriana Palacio']","['1703441', '145683297']",683c8f5c60916751bb23f159c86c1f2d4170e43f
612,1733,bca2aab3eef2ee0c56fcbafa9ae5e60f0262e089,"Buses for Anonymous Message Delivery 

",130,"['A. Beimel', 'S. Dolev']","['1729686', '1724392']",683c8f5c60916751bb23f159c86c1f2d4170e43f
613,1787,65ae493ee3a2167ffa6c4723082862f28b1bf0bb,Paillier's cryptosystem revisited,130,"['D. Catalano', 'R. Gennaro', 'Nick Howgrave-Graham', 'Phong Q. Nguyen']","['35203214', '144724945', '1403851274', '2623263']",683c8f5c60916751bb23f159c86c1f2d4170e43f
615,1448,b7d6a3e888294ad865d638787c777529ef1a14ac,Efficient Arguments without Short PCPs,129,"['Yuval Ishai', 'E. Kushilevitz', 'R. Ostrovsky']","['1688856', '1738470', '1748224']",683c8f5c60916751bb23f159c86c1f2d4170e43f
616,8744,b7af519d9f52f8a980de9bd2ca109cceb687101e,Tight bounds and 2-approximation algorithms for integer programs with two variables per inequality,129,"['D. Hochbaum', 'N. Megiddo', 'J. Naor', 'A. Tamir']","['1717379', '1706816', '1751440', '1708004']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
617,7529,3377e10f1a2084ebb64ae413e1a4eb5c8bf0e07f,Deterministic pivoting algorithms for constrained ranking and clustering problems,129,"['A. V. Zuylen', 'David P. Williamson']","['1698130', '30094424']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
618,515,ca98398263ec938127185036a56311f052b8585b,Are bitvectors optimal?,128,"['H. Buhrman', 'Peter Bro Miltersen', 'J. Radhakrishnan', 'Venkatesh Srinivasan']","['1747509', '3215910', '1680911', '2043782']",f9b4a25845d741076f189480143af29f7b195373
620,1125,bbb18f31ea594e39c92469179711ff8551ea2ffd,Fully Leakage-Resilient Signatures,128,"['Elette Boyle', 'G. Segev', 'Daniel Wichs']","['143709532', '145541206', '1772271']",683c8f5c60916751bb23f159c86c1f2d4170e43f
622,1677,d288c1fdfe83b934ec86155c7661950ac98ac1e1,InstaHide: Instance-hiding Schemes for Private Distributed Learning,127,"['Yangsibo Huang', 'Zhao Song', 'K. Li', 'Sanjeev Arora']","['108053318', '2087073519', '94451829', '145563459']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
623,9499,ba7033a639e9f2104ecdb55f7983209ad1a7f7b6,Intersection graphs of curves in the plane,127,"['G. Ehrlich', 'S. Even', 'R. Tarjan']","['33880810', '1733075', '1721050']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
625,1586,2a0b8f2586f14a75cffd6d7c308be9982595ee9b,Security analysis of cryptographically controlled access to XML documents,127,"['M. Abadi', 'B. Warinschi']","['145832079', '1800136']",683c8f5c60916751bb23f159c86c1f2d4170e43f
629,7896,e295752ac5e6ca32d5efc6779183eeca60a49439,Maximum-likelihood decoding of Reed-Solomon codes is NP-hard,124,"['V. Guruswami', 'A. Vardy']","['1721077', '1688009']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
631,2965,8163274b089387b2a213869f361eeb7a89f09158,Zero-Knowledge twenty years after its invention,124,['Oded Goldreich'],['1707322'],683c8f5c60916751bb23f159c86c1f2d4170e43f
633,1747,024beee7b525d99c2e7b6ae604669ee9360a2b92,Authenticated encryption in SSH: provably fixing the SSH binary packet protocol,123,"['M. Bellare', 'Tadayoshi Kohno', 'C. Namprempre']","['1703441', '1769675', '1802411']",683c8f5c60916751bb23f159c86c1f2d4170e43f
635,1539,be17be1e9504e003553a6610247ada8f88222396,Universally Composable Symbolic Analysis of Mutual Authentication and Key-Exchange Protocols,123,"['R. Canetti', 'Jonathan C. Herzog']","['1749530', '12547655']",683c8f5c60916751bb23f159c86c1f2d4170e43f
636,840,9b5abb2caabc7d475fa147c30e01fc081734b42c,Reconsidering Generic Composition,123,"['C. Namprempre', 'P. Rogaway', 'Thomas Shrimpton']","['1802411', '1719446', '8644086']",683c8f5c60916751bb23f159c86c1f2d4170e43f
637,1899,8408d8e146690b9e519291edca7cfc70f4016ed3,Conditional Oblivious Transfer and Timed-Release Encryption,123,"['G. D. Crescenzo', 'R. Ostrovsky', 'S. Rajagopalan']","['5783387', '1748224', '11759258']",683c8f5c60916751bb23f159c86c1f2d4170e43f
640,841,e38ac2aec901f18292657c74478f01222f85e33d,Honey Encryption: Security Beyond the Brute-Force Bound,122,"['A. Juels', 'Thomas Ristenpart']","['1687161', '1707461']",683c8f5c60916751bb23f159c86c1f2d4170e43f
642,1953,887f9c2239b31aa2c1546e9018e68d5b44c08d72,On Software Protection via Function Hiding,121,"['T. Sander', 'C. Tschudin']","['6773103', '1715831']",683c8f5c60916751bb23f159c86c1f2d4170e43f
645,629,83b776a122dd23cf73503f84ea6905647f6948ca,Multiparty protocols and logspace-hard pseudorandom sequences,120,"['L. Babai', 'N. Nisan', 'M. Szegedy']","['1794932', '1689609', '1686872']",f9b4a25845d741076f189480143af29f7b195373
646,7821,252981788ab2699d3885be7d6fa8fa1a66ad0413,Local ratio: A unified framework for approximation algorithms. In Memoriam: Shimon Even 1935-2004,120,"['R. Bar-Yehuda', 'Keren Bendel', 'Ari Freund', 'Dror Rawitz']","['1388380660', '2096306969', '39842838', '1719900']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
648,1944,e5d9906201da17d8b6e4ff2321385583d820d994,Luby-Rackoff Backwards: Increasing Security by Making Block Ciphers Non-invertible,120,"['M. Bellare', 'Ted Krovetz', 'P. Rogaway']","['1703441', '1808963', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
653,403,4cc97427c190bbc9150478ef6a8ad0325b7e8ea9,Pairwise Independence and Derandomization,118,"['M. Luby', 'A. Wigderson']","['145881044', '1718867']",f9b4a25845d741076f189480143af29f7b195373
654,9450,b2e15c547d9f815171902aa97a28ac29a210b4fe,Scheduling Equal-Length Tasks Under Treelike Precedence Constraints to Minimize Maximum Lateness,118,"['P. Brucker', 'M. Garey', 'David S. Johnson']","['144405184', '145634459', '2150444582']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
657,459,5c13af630c1bdd9ab9838af66dd16a467c67448e,Derandomization in Cryptography,115,"['B. Barak', 'Shien Jin Ong', 'S. Vadhan']","['1697211', '33842253', '1723744']",f9b4a25845d741076f189480143af29f7b195373
658,500,9a5340f412792895cdefbd72a9a15ecf120759f2,"Loss-less condensers, unbalanced expanders, and extractors",115,"['A. Ta-Shma', 'C. Umans', 'David Zuckerman']","['1401497017', '8259074', '144879318']",f9b4a25845d741076f189480143af29f7b195373
659,458,22d00178dddec09f1cbd1fd4d03feb0c39f3d752,Computational Analogues of Entropy,114,"['B. Barak', 'Ronen Shaltiel', 'A. Wigderson']","['1697211', '1803387', '1718867']",f9b4a25845d741076f189480143af29f7b195373
661,488,ec30a78a4754f47c21f4f8a5f7abd14af395d5a0,Hardness amplification within NP,113,"[""R. O'Donnell""]",['1410077373'],f9b4a25845d741076f189480143af29f7b195373
662,509,fb634de10b41b1cedfab1e8a5e5b9a9f2ead8c81,Pseudorandom generators in propositional proof complexity,112,"['Michael Alekhnovich', 'Eli Ben-Sasson', 'A. Razborov', 'A. Wigderson']","['1741072', '1393608183', '1791067', '1718867']",f9b4a25845d741076f189480143af29f7b195373
664,454,51bac5f7bdbe22b7f84164f8204e5c570cf9f29b,A Short History of Computational Complexity,107,"['L. Fortnow', 'S. Homer']","['1691447', '143659735']",f9b4a25845d741076f189480143af29f7b195373
665,374,83f35c3bcdc2d19829fc377a5661558fa625f419,Hardness amplification proofs require majority,104,"['Ronen Shaltiel', 'Emanuele Viola']","['1803387', '1743196']",f9b4a25845d741076f189480143af29f7b195373
667,892,b2b58fbaea1c5f9a13b93e54a59998113ed272c2,P=BPP unless E has sub-exponential circuits: Derandomizing the XOR Lemma,99,"['R. Impagliazzo', 'A. Wigderson']","['1735759', '1718867']",f9b4a25845d741076f189480143af29f7b195373
668,269,eb3e1fb0a27bf63ceafb3a3ee9fe4ef241584aba,Pseudorandom generators with long stretch and low locality from random local one-way functions,95,['Benny Applebaum'],['1748330'],f9b4a25845d741076f189480143af29f7b195373
669,601,f9a81304b40ab12a4de992fae4c525cc90501d7f,The Complexity of Graph Connectivity,93,['A. Wigderson'],['1718867'],f9b4a25845d741076f189480143af29f7b195373
670,435,6f2aba409b546e45e2083e24b81a2d6b08d82957,The complexity of constructing pseudorandom generators from hard functions,92,['Emanuele Viola'],['1743196'],f9b4a25845d741076f189480143af29f7b195373
671,504,7a766cb43d0f22748528c5b0b6c5d9d2f92de19d,Simple analysis of graph tests for linearity and PCP,90,"['J. Håstad', 'A. Wigderson']","['1689438', '1718867']",f9b4a25845d741076f189480143af29f7b195373
672,295,52c8b6bf2bd575f4def660da46e272471ce93c97,An Introduction to Randomness Extractors,89,['Ronen Shaltiel'],['1803387'],f9b4a25845d741076f189480143af29f7b195373
674,523,aab135eea29b6d5848c72f369241f4a71a169618,"Isolation, Matching, and Counting Uniform and Nonuniform Upper Bounds",88,"['Eric Allender', 'K. Reinhardt', 'Shiyu Zhou']","['1760644', '48655464', '2110989108']",f9b4a25845d741076f189480143af29f7b195373
675,193,a1604894d057e6e672a2239657b2e360be1363a1,Learning Algorithms from Natural Proofs,88,"['M. Carmosino', 'R. Impagliazzo', 'Valentine Kabanets', 'A. Kolokolova']","['32584734', '1735759', '2347317', '145456149']",f9b4a25845d741076f189480143af29f7b195373
676,212,5e6fc7ac754358d8ec3acb4eea07b48b4c5a6191,Pseudorandom generators hard for $k$-DNF resolution and polynomial calculus resolution,88,['A. Razborov'],['1791067'],f9b4a25845d741076f189480143af29f7b195373
677,614,806b23b839e08c58c199a513ad74fe2f3e9f3d23,Randomness in interactive proofs,87,"['M. Bellare', 'Oded Goldreich', 'S. Goldwasser']","['1703441', '1707322', '1706681']",f9b4a25845d741076f189480143af29f7b195373
678,254,765a754b30c6edb913da08bf64176b1743d0eb11,Pseudorandomness from Shrinkage,86,"['R. Impagliazzo', 'Raghu Meka', 'David Zuckerman']","['1735759', '1751621', '144879318']",f9b4a25845d741076f189480143af29f7b195373
679,397,a7a20ee1bf7c38c491b23d63f99615c6d71228fd,"Lossless Condensers, Unbalanced Expanders, And Extractors",85,"['A. Ta-Shma', 'C. Umans', 'David Zuckerman']","['1401497017', '8259074', '144879318']",f9b4a25845d741076f189480143af29f7b195373
680,496,e875b58331f8be0295f87ca176fb5a5599ba9598,Extractors from Reed-Muller codes,85,"['A. Ta-Shma', 'David Zuckerman', 'S. Safra']","['1401497017', '144879318', '1697937']",f9b4a25845d741076f189480143af29f7b195373
681,529,ecaa67df934e25f99def40036cdbcfae721dfff1,Construction of extractors using pseudo-random generators (extended abstract),85,['L. Trevisan'],['145340992'],f9b4a25845d741076f189480143af29f7b195373
682,860,ed1474464a1f62880c992790a3ff725d6319642b,"P , NP and mathematics – a computational complexity perspective",83,"['A. Wigderson', 'Steve Smale']","['1718867', '2245430347']",f9b4a25845d741076f189480143af29f7b195373
683,375,a0b3c6e7c9d1ed42fde151861352a127fcb76c22,Hardness-randomness tradeoffs for bounded depth arithmetic circuits,83,"['Zeev Dvir', 'Amir Shpilka', 'A. Yehudayoff']","['1693866', '1787363', '1699039']",f9b4a25845d741076f189480143af29f7b195373
684,394,2e9661f9384505a6dc3d766054883a60ec7c1828,Circuit lower bounds for Merlin-Arthur classes,82,['R. Santhanam'],['144363573'],f9b4a25845d741076f189480143af29f7b195373
685,583,c5ae2097be5b43da0a5477842c088acdf540a920,On the second eigenvalue of hypergraphs,82,"['J. Friedman', 'A. Wigderson']","['70677922', '1718867']",f9b4a25845d741076f189480143af29f7b195373
687,451,80661cb2337a609504abfe433fdc7cb307de56e5,Using nondeterminism to amplify hardness,80,"['Alexander Healy', 'S. Vadhan', 'Emanuele Viola']","['143638141', '1723744', '1743196']",f9b4a25845d741076f189480143af29f7b195373
688,555,e996fd2950bfeef599f3b4dd8073c16a140c50fc,"Weak random sources, hitting sets, and BPP simulations",80,"['A. E. Andreev', 'A. Clementi', 'J. Rolim', 'L. Trevisan']","['1711741', '1702236', '1730032', '145340992']",f9b4a25845d741076f189480143af29f7b195373
689,595,834023b1d6cf0aa66e7706abe791dcf58316cac6,Deterministic approximate counting of depth-2 circuits,79,"['M. Luby', 'B. Velickovic', 'A. Wigderson']","['145881044', '3210789', '1718867']",f9b4a25845d741076f189480143af29f7b195373
690,884,eb8b75825d2da73a8ca05f6350c2534361585b28,A Survey on Private Information Retrieval (Column: Computational Complexity),77,['W. Gasarch'],['1740486'],f9b4a25845d741076f189480143af29f7b195373
691,499,a1f965d47590d63284388325f01d85b89101c690,Extractor codes,77,"['A. Ta-Shma', 'David Zuckerman']","['1401497017', '144879318']",f9b4a25845d741076f189480143af29f7b195373
692,513,785169f8225b634bac4f11200e605e448356d5a5,Easiness assumptions and hardness tests: trading time for zero error,76,['Valentine Kabanets'],['2347317'],f9b4a25845d741076f189480143af29f7b195373
693,364,b969dc6fdc290fdf8fa06220ac7a287bebd071de,"Norms, XOR Lemmas, and Lower Bounds for Polynomials and Protocols",75,"['Emanuele Viola', 'A. Wigderson']","['1743196', '1718867']",f9b4a25845d741076f189480143af29f7b195373
694,131,f403754246efe983bea52e2daf3de4199fec239c,Non-Black-Box Worst-Case to Average-Case Reductions within NP,74,['Shuichi Hirahara'],['2921974'],f9b4a25845d741076f189480143af29f7b195373
695,487,c49ddddfafb4203f7d87076a40da4330f86ebc1e,Algorithmic derandomization via complexity theory,74,['D. Sivakumar'],['1765251'],f9b4a25845d741076f189480143af29f7b195373
696,225,56e962ccc88fd381118a7f73bbd600c476236b36,A super-polynomial lower bound for regular arithmetic formulas,73,"['N. Kayal', 'Chandan Saha', 'Ramprasad Saptharishi']","['2051455', '47236085', '1950658']",f9b4a25845d741076f189480143af29f7b195373
697,221,468effca0a778ced558db3398dfe643ea30475bc,Mining Circuit Lower Bound Proofs for Meta-Algorithms,70,"['Ruiwen Chen', 'Valentine Kabanets', 'A. Kolokolova', 'Ronen Shaltiel', 'David Zuckerman']","['2037060', '2347317', '145456149', '1803387', '144879318']",f9b4a25845d741076f189480143af29f7b195373
698,430,8d6ce390e4ff3af4a769a0d65b11a723a923648a,Pseudorandomness for Approximate Counting and Sampling,68,"['Ronen Shaltiel', 'C. Umans']","['1803387', '8259074']",f9b4a25845d741076f189480143af29f7b195373
699,186,494e85e3c45d35a480847bce88aa502609c00e51,"Conspiracies between Learning Algorithms, Circuit Lower Bounds and Pseudorandomness",67,"['I. Oliveira', 'R. Santhanam']","['1796326', '144363573']",f9b4a25845d741076f189480143af29f7b195373
700,249,109351c9d1d4c64667bb4aa4a6054a8910e7f74d,Natural proofs versus derandomization,67,['Ryan Williams'],['2110217002'],f9b4a25845d741076f189480143af29f7b195373
701,533,05609109256ba79fe33edc7156d746aa65a7add1,Counting complexity,66,['L. Fortnow'],['1691447'],f9b4a25845d741076f189480143af29f7b195373
702,585,636c4e7854eb1cabba2d1efeccfb67a324c31565,"Measure on small complexity classes, with applications for BPP",65,"['Eric Allender', 'M. Strauss']","['1760644', '145542622']",f9b4a25845d741076f189480143af29f7b195373
